Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3
IFOS CN Equity,ITAFOS INC,11.94,206747985.64
DCI US Equity,DONALDSON CO INC,11.88,8705296972.2
COR US Equity,CENCORA INC,11.81,44711289986.24
ESI US Equity,ELEMENT SOLUTION,11.75,6201267068.88
IMR AU Equity,IMRICOR MEDI-CDI,11.71,102219244.92
MCRI US Equity,MONARCH CASINO,11.69,1407158442.42
ACHV US Equity,ACHIEVE LIFE SCI,11.65,157969993.8
VMC US Equity,VULCAN MATERIALS,11.63,33285727032.8
VEEV US Equity,VEEVA SYSTEMS-A,11.61,34796337092.8
MTSI US Equity,MACOM TECHNOLOGY,11.57,7486228269.6
RXO US Equity,RXO INC,11.56,4170319869.6
RPM US Equity,RPM INTL INC,11.48,15826466303.7
O US Equity,REALTY INCOME,11.47,53671570681.04
DKNG US Equity,DRAFTKINGS INC,11.43,19071634308.4
PFGC US Equity,PERFORMANCE FOOD,11.37,12000872140.44
SEMR US Equity,SEMRUSH HOLDIN-A,11.35,2233562475.69
EACO US Equity,EACO CORP,11.27,183379174.8
OLED US Equity,UNIVERSAL DISPLA,11.27,10033282384.56
AOUT US Equity,AMERICAN OUTDOOR,11.19,119980790.06
AXNX US Equity,AXONICS INC,11.12,3534813987.3
FAST US Equity,FASTENAL CO,11.1,40514711858
MSB US Equity,MESABI TRUST,11.09,282998615.7
COCO US Equity,VITA COCO CO INC,11.07,1617727470.59
CDZI US Equity,CADIZ INC,11.07,211157060.71
BCC US Equity,BOISE CASCADE CO,11.07,5351369650
LEGH US Equity,LEGACY HOUSING C,11.06,681104828.88
AIR US Equity,AAR CORP,11.03,2483687030.08
WSR US Equity,WHITESTONE REI,10.99,663360494.75
TGT US Equity,TARGET CORP,10.99,71289404563.5
SNX US Equity,TD SYNNEX CORP,10.88,10086804023.89
LANC US Equity,LANCASTER COLONY,10.84,5004408600
AMT US Equity,AMERICAN TOWER C,10.78,109792214294.42
SNDR US Equity,SCHNEIDER NATL-B,10.76,4881494831.22
LYV US Equity,LIVE NATION ENTE,10.73,24056268117.24
TRNO US Equity,TERRENO REALTY C,10.7,6626010101.88
NVGS US Equity,NAVIGATOR HOLDIN,10.64,1110044317.25
EQIX US Equity,EQUINIX INC,10.61,83285748736.8
HR US Equity,HEALTHCARE REALT,10.6,6512762667.06
NOBH US Equity,NOBILITY HOMES,10.58,114409015
KRT US Equity,KARAT PACKAGING,10.54,526986129.45
UNH US Equity,UNITEDHEALTH GRP,10.51,530965436250
UHT US Equity,UNIVERSAL HEALTH,10.5,626388098.96
KRUS US Equity,KURA SUSHI USA-A,10.49,944237863.71
AKBA US Equity,AKEBIA THERAPEUT,10.48,288094847.7
SFIX US Equity,STITCH FIX INC-A,10.36,482022397.4
ACM US Equity,AECOM,10.28,13566214027.74
CHD US Equity,CHURCH & DWIGHT,10.27,25313866967.4
BROS US Equity,DUTCH BROS INC-A,10.26,5384248486.92
REG US Equity,REGENCY CENTERS,10.21,13396953056.21
WMK US Equity,WEIS MARKETS INC,10.19,1867020928.63
KVUE US Equity,KENVUE INC,10.16,44087152535.12
NRP US Equity,NATURAL RESOURCE,10.16,1260936755.49
EXEL US Equity,EXELIXIS INC,10.13,7536350574.5
MCK US Equity,MCKESSON CORP,10.11,65875795096
CTGO US Equity,CONTANGO ORE INC,10.1,242179435.52
TRMB US Equity,TRIMBLE INC,10.09,14303239776.27
SITC US Equity,SITE CENTERS COR,10.02,3085801333.5
SAIC US Equity,SCIENCE APPLICAT,9.96,6708983554.44
SUPN US Equity,SUPERNUS PHARMAC,9.95,1753453414.34
MLM US Equity,MARTIN MAR MTLS,9.94,33387634883.37
DD US Equity,DUPONT DE NEMOUR,9.92,34794042717.42
UTZ US Equity,UTZ BRANDS INC,9.91,2502747712.08
CTS US Equity,CTS CORP,9.9,1457223020.61
ADSK US Equity,AUTODESK INC,9.78,57467350000
FPH US Equity,FIVE POINT HOL-A,9.77,467556422.07
GNRC US Equity,GENERAC HOLDINGS,9.69,8527251713.6
JBGS US Equity,JBG SMITH PROPER,9.67,1561498442.45
GRC US Equity,GORMAN-RUPP CO,9.66,1006612985.2
VVV US Equity,VALVOLINE INC,9.66,5310582159.87
EMR US Equity,EMERSON ELEC CO,9.64,60225132000
LAKE US Equity,LAKELAND INDS,9.63,149633298.92
SCWX US Equity,SECUREWORKS CO-A,9.62,718619256.19
WLKP US Equity,WESTLAKE CHEMICA,9.59,785994150.56
KRMD US Equity,KORU MEDICAL SYS,9.57,123350832.32
CAL US Equity,CALERES INC,9.57,1178192397.62
CWGL US Equity,CRIMSON WINE GRO,9.57,134101499.16
MRK US Equity,MERCK & CO,9.53,297003607087.04
HCSG US Equity,HEALTHCARE SERVS,9.45,832899138.4
PACK US Equity,RANPAK HOLDINGS,9.45,530132822.31
NXST US Equity,NEXSTAR MEDIA,9.45,5367758156.8
GMS US Equity,GMS INC,9.43,3543529640.2
TXT US Equity,TEXTRON INC,9.39,16471041770.5
ZUMZ US Equity,ZUMIEZ INC,9.34,425704936.16
FCFS US Equity,FIRSTCASH HOLDIN,9.28,5252583084.76
VNDA US Equity,VANDA PHARMACEUT,9.24,268716014.88
MAR US Equity,MARRIOTT INTL-A,9.21,68801348782.74
BRBR US Equity,BELLRING BRANDS,9.09,7815291374.79
PODD US Equity,INSULET CORP,9.03,16587920731.56
WEAV US Equity,WEAVE COMMUNICAT,8.98,897663387.5
STGW US Equity,STAGWELL INC,8.9,1901602473.68
ADT US Equity,ADT INC,8.84,6610752949.25
AOMR US Equity,ANGEL OAK MORTGA,8.73,246988621.44
WMS US Equity,ADVANCED DRAINAG,8.7,11818447360.85
STE US Equity,STERIS PLC,8.54,23370195756.14
BLD US Equity,TOPBUILD COR,8.51,12250498693.2
VTRS US Equity,VIATRIS INC,8.51,13594198073.57
LXRX US Equity,LEXICON PHARMACE,8.5,600077209.7
HAYW US Equity,HAYWARD HOLDINGS,8.46,3173139371.75
ARC US Equity,ARC DOCUMENT SOL,8.45,146184151.62
SCWO US Equity,374WATER INC,8.45,204397504.08
MMS US Equity,MAXIMUS INC,8.43,5414726729.94
ITCI US Equity,INTRA-CELLULAR T,8.36,8200810049.25
VERU US Equity,VERU INC,8.31,114150180.82
GLPI US Equity,GAMING AND LEISU,8.27,13966525568.5
ANIP US Equity,ANI PHARMACEUTIC,8.2,1255302062.78
WDFC US Equity,WD-40 CO,8.19,3467183839.5
VICI US Equity,VICI PROPERTIES,8.18,34496541615.17
LOPE US Equity,GRAND CANYON EDU,8.13,4205930427.6
NWSA US Equity,NEWS CORP-CL A,8.11,15258344409.3
MSA US Equity,MSA SAFETY INC,8.1,7123285262.93
GENK US Equity,GEN RESTAURANT G,8.05,277057741.32
OTIS US Equity,OTIS WORLDWI,8.04,38260991343.84
CBZ US Equity,CBIZ INC,8.02,3391428007.13
AURA US Equity,AURA BIOSCIENCES,8.01,474730520.55
SRDX US Equity,SURMODICS INC,8.01,560122420
CRCT US Equity,CRICUT INC- A,7.92,1424660541.15
DEA US Equity,EASTERLY GOVERNM,7.91,1401270587.2
PECO US Equity,PHILLIPS EDISON,7.91,5258243793.15
ATEN US Equity,A10 NETWORKS INC,7.85,1035602848.18
INN US Equity,SUMMIT HOTEL PRO,7.84,758351391
HLIT US Equity,HARMONIC INC,7.75,1634393717.75
ARW US Equity,ARROW ELECTRONIC,7.68,6969570407.16
AVNS US Equity,AVANOS MEDICAL I,7.62,1109208715.16
SMAR US Equity,SMARTSHEET INC-A,7.57,7147639337.12
HURN US Equity,HURON CONSULTING,7.54,1966807099.95
CMC US Equity,COMMERCIAL METAL,7.48,6125646213.4
CNM US Equity,CORE & MAIN IN-A,7.42,8733561920.49
DFIN US Equity,DONNELLEY FINANC,7.42,1945243093
MKSI US Equity,MKS INSTRUMENTS,7.39,7393560828.72
FLO US Equity,FLOWERS FOODS,7.38,4936396914.72
INVH US Equity,INVITATION HOMES,7.35,22077889345.76
FND US Equity,FLOOR & DECOR-A,7.22,12818892965.58
,,,
PRGS US Equity,PROGRESS SOFTWAR,7.1,2463495870.68
ESE US Equity,ESCO TECH INC,7.06,3219346527.12
HSY US Equity,HERSHEY CO/THE,7.02,39533102408.84
AZPN US Equity,ASPEN TECHNOLOGY,7,14900241326.88
FR US Equity,FIRST IND REALTY,6.97,7346231091.29
BFS US Equity,SAUL CENTERS INC,6.93,967618975.12
GILD US Equity,GILEAD SCIENCES,6.92,104504635279.14
SGU US Equity,STAR GROUP LP,6.91,408311810.32
SUI US Equity,SUN COMMUNITIES,6.87,17538559562.48
TEL US Equity,TE CONNECTIVITY,6.76,45013393028.82
AVT US Equity,AVNET INC,6.75,4652338204.8
PFE US Equity,PFIZER INC,6.73,166714168782.88
MU US Equity,MICRON TECH,6.71,100793676533.4
APD US Equity,AIR PRODS & CHEM,6.71,64022130285.96
REZI US Equity,RESIDEO TECHN,6.7,2939960309.28
FELE US Equity,FRANKLIN ELEC CO,6.65,4671807599.07
ADV US Equity,ADVANTAGE SOLUTI,6.63,1237278243.3
NSC US Equity,NORFOLK SOUTHERN,6.61,56040261883.38
ROIV US Equity,ROIVANT SCIENCES,6.59,8852076233.28
WEYS US Equity,WEYCO GROUP,6.57,309396200.6
PKOH US Equity,PARK OHIO HLDGS,6.48,372994792.4
CBL US Equity,CBL & ASSOC PROP,6.46,776915440.14
CMPX US Equity,COMPASS THERAPEU,6.41,228398023.86
ALEX US Equity,ALEXANDER & BALD,6.4,1413945998.19
HSTM US Equity,HEALTHSTREAM INC,6.4,871800513.7
DRI US Equity,DARDEN RESTAURAN,6.34,20158992333.48
TPX US Equity,TEMPUR SEALY INT,6.29,9337124366.56
HOG US Equity,HARLEY-DAVIDSON,6.21,5077937871.36
AXTA US Equity,AXALTA COATING S,6.18,7910328608.68
WEBC US Equity,WEBCO INDS INC,6.06,133175000
BH US Equity,BIGLARI HOLDIN-B,5.95,531537048
EPR US Equity,EPR PROPERTIES,5.94,3688389978.52
INO US Equity,INOVIO PHARMACEU,5.88,168248456.64
AVY US Equity,AVERY DENNISON,5.88,17036221233.74
BLTE US Equity,BELITE BIO I-ADR,5.88,1411999067.36
TRC US Equity,TEJON RANCH CO,5.81,488027176
,,,
HRI US Equity,HERC HOLDINGS IN,5.78,4411662321.09
CNSL US Equity,CONSOLIDATED COM,5.75,544994618.6
ILPT US Equity,INDUSTRIAL LOGIS,5.66,325293794.02
FUN US Equity,SIX FLAGS ENTERT,5.64,4157460124.44
RUSHA US Equity,RUSH ENTER-CL A,5.64,4068698797.08
FCX US Equity,FREEPORT-MCMORAN,5.62,63983211751.48
BDN US Equity,BRANDYWINE RLTY,5.56,894452133.26
,,,
FORM US Equity,FORMFACTOR INC,5.35,3400489884.48
PSTL US Equity,POSTAL REALTY-A,5.26,399915407.62
CKPT US Equity,CHECKPOINT THERA,5.24,108492996.81
RSVR US Equity,RESERVOIR MEDIA,5.19,488092035
RBBN US Equity,RIBBON COMMUNICA,5.17,532306117.8
PK US Equity,PARK H&R INC,5.13,3259109193.6
UFPI US Equity,UFP INDUSTRIES I,5.06,7968145162.8
ETD US Equity,ETHAN ALLEN,5.01,809480228.16
IBEX US Equity,IBEX LTD,5,335391832.08
CPRT US Equity,COPART INC,4.98,49500588698.32
SYY US Equity,SYSCO CORP,4.94,36957432710.96
ASH US Equity,ASHLAND INC,4.89,4263998713.76
LXP US Equity,LXP INDUSTRIAL T,4.88,2975780534.1
,,,
SHYF US Equity,SHYFT GROUP INC/,4.85,436298908.74
SPSY LN Equity,SPECTRA SYSTEMS,4.75,151220688.45
950140 KS Equity,ENGLEWOOD LAB-KD,4.65,199858413.88
INCY US Equity,INCYTE CORP,4.7,12661394294.98
CF US Equity,CF INDUSTRIES HO,4.66,14723446660.46
IQV US Equity,IQVIA HOLDINGS I,4.64,44138476000
INSP US Equity,INSPIRE MEDICAL,4.63,6347550334.95
CXT US Equity,CRANE NXT CO,4.58,3371083295
OB US Equity,OUTBRAIN INC,4.57,225388225.74
CCI US Equity,CROWN CASTLE INC,4.56,50118646478.34
CLPR US Equity,CLIPPER REALTY I,4.54,223843942.08
COLM US Equity,COLUMBIA SPORTSW,4.53,4814731782.3
HII US Equity,HUNTINGTON INGAL,4.51,10490466712.32
NOTE US Equity,FISCALNOTE HOLDI,4.39,165975559.4
HAYN US Equity,HAYNES INTL INC,4.36,752782036.48
,,,
TKR US Equity,TIMKEN CO,4.28,5792426194.44
AME US Equity,AMETEK INC,4.27,39615803611.5
NCLH US Equity,NORWEGIAN CRUISE,4.24,9185151862.81
SPR US Equity,SPIRIT AEROSYS-A,4.22,3862468442.88
SAH US Equity,SONIC AUTOMOTI-A,4.21,1966008632.14
ODC US Equity,OIL DRI CORP,4.21,502902013.46
MIR US Equity,MIRION TECHNOLOG,4.2,2480187969.84
SANA US Equity,SANA BIOTECHNOLO,4.17,945480219.5
WLK US Equity,WESTLAKE CORP,4.17,18552336427.76
SPOK US Equity,SPOK HOLDINGS IN,4.16,307810995.45
UHU SP Equity,UNITED HAMPSHIRE,4.08,288805889.3
SGH US Equity,SMART GLOBAL HOL,4.07,1042421303.9
DRVN US Equity,DRIVEN BRANDS HO,4.07,2434975069.52
FTV US Equity,FORTIVE CORP,4,26745084232.9
CLDX US Equity,CELLDEX THERAPEU,3.98,2733700459.04
NTIC US Equity,NORTHERN TECH,3.97,114048814.16
UHAL US Equity,U-HAUL HOLDING C,3.93,14038391896.48
,,,
STZ US Equity,CONSTELLATION-A,3.84,45206456673.48
OOMA US Equity,OOMA INC,3.82,298552000
IAC US Equity,IAC INC,3.78,4681666121.4
RBC US Equity,RBC BEARINGS INC,3.71,8635963023.35
KRC US Equity,KILROY REALTY,3.64,4694235387.69
,,,
NOVT US Equity,NOVANTA INC,3.63,6266343620.18
MASI US Equity,MASIMO CORP,3.59,6492432306.88
DGII US Equity,DIGI INTL INC,3.58,980660905.12
MCS US Equity,MARCUS CORP,3.53,477778034.25
UNF US Equity,UNIFIRST CORP/MA,3.5,3502993889
FATE US Equity,FATE THERAPEUTIC,3.48,440707411.08
RRR US Equity,RED ROCK RESOR-A,3.33,5640343181.48
ELS US Equity,EQUITY LIFESTYLE,3.31,13393893197.76
EGP US Equity,EASTGROUP PROP,3.28,9104268497.24
CAPR US Equity,CAPRICOR THERAPE,3.27,164321596.5
BYD US Equity,BOYD GAMING CORP,3.16,5875561967.26
DFH US Equity,DREAM FINDERS-A,3.15,3435136440.95
PEP US Equity,PEPSICO INC,3.15,235128123432
GDRX US Equity,GOODRX HOLDIN-A,3.13,2622020478.76
JBLU US Equity,JETBLUE AIRWAYS,3.06,1983885486.44
URBN US Equity,URBAN OUTFITTER,3.03,3392410605.91
CRGX US Equity,CARGO THERAPEUTI,3.02,1094825520.9
NAUT US Equity,NAUTILUS BIOTECH,3.01,386266643.84
EQC US Equity,EQUITY COMMONWEA,2.97,2121868451.07
LYB US Equity,LYONDELLBASELL-A,2.95,30571389684.56
ABSI US Equity,ABSCI CORP,2.86,490563362.88
GPCR US Equity,STRUCTURE THERAP,2.85,2397678118.4
MTX US Equity,MINERALS TECH,2.84,2349925361.25
ITOS US Equity,ITEOS THERAPEUTI,2.83,411235974.7
ROP US Equity,ROPER TECHNOLOGI,2.79,59821143016.6
CNDT US Equity,CONDUENT INC,2.74,608993445
STRA US Equity,STRATEGIC EDUCAT,2.7,2295601730.62
AYR/A CN Equity,AYR WELLNESS INC,2.7,120384351.1
CCK US Equity,CROWN HOLDINGS I,2.69,11304021877.5
RCKY US Equity,ROCKY BRANDS INC,2.66,227344090.4
FERG US Equity,FERGUSON ENTERPR,2.58,39567976079.56
SPLP US Equity,STEEL PARTNERS H,2.52,839716002.84
GMGI US Equity,GOLDEN MATRIX GR,2.49,300546183.99
CCL US Equity,CARNIVAL CORP,2.48,23785059909.74
ALK US Equity,ALASKA AIR GROUP,2.43,5048890103.46
,,,
BRT US Equity,BRT APARTMENTS C,2.39,346629666.84
VRDN US Equity,VIRIDIAN THERAPE,2.39,1662381932.5
JAMF US Equity,JAMF HOLDING COR,2.38,2360089264.12
AMED US Equity,AMEDISYS INC,2.36,3185658823.2
ADEA US Equity,ADEIA INC,2.36,1363460689.72
LUV US Equity,SOUTHWEST AIR,2.34,17399519831.76
SUM US Equity,SUMMIT MATERIA-A,2.34,6962645256
,,,
NPO US Equity,ENPRO INC,2.27,3342080813.5
LOVE US Equity,LOVESAC CO/THE,2.23,406392564.88
STAG US Equity,STAG INDUSTRIAL,2.23,7268423252.97
WAT US Equity,WATERS CORP,2.23,19978850151.12
FDX US Equity,FEDEX CORP,2.21,62214526872.96
BIO US Equity,BIO-RAD LABS-A,2.21,9182006244.11
NVEC US Equity,NVE CORP,2.2,373014776.92
PCAR US Equity,PACCAR INC,2.15,51850780809.66
STLD US Equity,STEEL DYNAMICS,2.14,18490071930.24
KMT US Equity,KENNAMETAL INC,2.14,2004353015.68
INSE US Equity,INSPIRED ENTERTA,2.13,268139772.36
CHDN US Equity,CHURCHILL DOWNS,2.04,10107994872.08
JJSF US Equity,J & J SNACK FOOD,2.01,3264933262.89
,,,
CELC US Equity,CELCUITY INC,1.92,549897801.75
,,,
PHR US Equity,PHREESIA INC,1.9,1362871557.25
BAX US Equity,BAXTER INTL INC,1.89,19636736054.94
CNC US Equity,CENTENE CORP,1.89,39773128300
MAT US Equity,MATTEL INC,1.85,6536277000
,,,
VECO US Equity,VEECO INSTRUMENT,1.84,1794400849.2
SGRY US Equity,SURGERY PARTNERS,1.81,4140426725.8
SBH US Equity,SALLY BEAUTY HOL,1.81,1387727911.44
TECH US Equity,BIO-TECHNE CORP,1.81,12423477173.4
APG US Equity,API GROUP CORP,1.79,9674778398.04
RHP US Equity,RYMAN HOSPITALIT,1.79,6575226402.87
CSX US Equity,CSX CORP,1.79,67720176358.73
IRMD US Equity,IRADIMED CORP,1.78,607896380.26
CEVA US Equity,CEVA INC,1.76,547382096.51
BATRA US Equity,ATLANTA BRAVES H,1.73,2589782004.34
AOS US Equity,SMITH (A.O.)CORP,1.71,12089120564.16
SHO US Equity,SUNSTONE HOTEL,1.68,2185942130.5
TGNA US Equity,TEGNA INC,1.67,2507951742.68
FREVS US Equity,FIRST REAL ESTAT,1.65,129230518.73
CDXS US Equity,CODEXIS INC,1.64,219874868.7
IPI US Equity,INTREPID POTASH,1.63,322473727.4
RS US Equity,RELIANCE INC,1.6,15463764610.24
KALU US Equity,KAISER ALUMINUM,1.59,1128832649.04
HRL US Equity,HORMEL FOODS CRP,1.58,17421512175.63
DPZ US Equity,DOMINO'S PIZZA,1.55,14493579453.72
NATH US Equity,NATHANS FAMOUS,1.53,316761893.25
UNP US Equity,UNION PAC CORP,1.51,149491005934.92
CTSH US Equity,COGNIZANT TECH-A,1.38,37491569304.64
ETWO US Equity,E2OPEN PARENT HO,1.37,1370466780.35
GOLF US Equity,ACUSHNET HOLDING,1.32,3917129669.73
WRBY US Equity,WARBY PARKER-A,1.28,1719191191.2
DAWN US Equity,DAY ONE BIOPHARM,1.23,1453053931.72
SWBI US Equity,SMITH & WESSON B,1.21,600123559.92
THS US Equity,TREEHOUSE FOODS,1.18,2176686000
A US Equity,AGILENT TECH INC,1.12,40251733430.39
PHIG US Equity,PHI GROUP INC/DE,1.1,582422376
SKX US Equity,SKECHERS USA-A,1.07,9619371178.99
UCTT US Equity,ULTRA CLEAN HOLD,1.05,1553556942
AAWH/U CN Equity,ASCEND WELLNES-A,1.03,210042162.26
GPC US Equity,GENUINE PARTS CO,1.03,19089316049.7
TRS US Equity,TRIMAS CORP,0.97,1034472868.8
PRPL US Equity,PURPLE INNOVATIO,0.97,112016249.28
HY US Equity,HYSTER-YALE INC,0.96,1082171395.2
VFC US Equity,VF CORP,0.95,7258269365.6
MDGL US Equity,MADRIGAL PHARMAC,0.91,5069692952.73
UIS US Equity,UNISYS CORP,0.89,393132285
JOE US Equity,ST JOE CO,0.87,3521369611.8
AMWD US Equity,AMER WOODMARK CO,0.82,1450706184.62
FUL US Equity,HB FULLER CO,0.81,4438057181.8
DHC US Equity,DIVERSIFIED HEAL,0.81,897343299.03
SPSC US Equity,SPS COMMERCE INC,0.77,7324957624.59
YUM US Equity,YUM! BRANDS INC,0.75,36469912409.42
CLMT US Equity,CALUMET INC,0.73,1546086366
SLDP US Equity,SOLID POWER INC,0.69,261285772.68
BKE US Equity,THE BUCKLE INC,0.68,2226430954.6
RBLX US Equity,ROBLOX CORP - A,0.68,29790616000
NEO US Equity,NEOGENOMICS INC,0.62,2086414698.28
PAG US Equity,PENSKE AUTOMOTIV,0.57,10582526439.09
TLS US Equity,TELOS CORP,0.55,265182305.53
PTC US Equity,PTC INC,0.54,21131787132.9
FOR US Equity,FORESTAR GROUP,0.51,1683726893.88
CDNS US Equity,CADENCE DESIGN,0.51,74960963200
MPTI US Equity,M-TRON INDUS,0.48,100743728.73
SON US Equity,SONOCO PRODUCTS,0.43,5358977630.46
TSQ US Equity,TOWNSQUARE MED-A,0.42,178063726.14
FMC US Equity,FMC CORP,0.31,7744103542.56
UNFI US Equity,UNITED NATURAL,0.31,968172967.52
PSTX US Equity,POSEIDA THERAPEU,0.3,327341087.98
NEU US Equity,NEWMARKET CORP,0.27,5181970693.2
WH US Equity,WYNDHAM HOTELS &,0.23,6271004060
EPC US Equity,EDGEWELL PERSONA,0.2,1788943798.48
HUBG US Equity,HUB GROUP-A,0.19,2838783656.52
TNC US Equity,TENNANT CO,0.14,1740725162.96
BERY US Equity,BERRY GLOBAL GRO,0.12,7631214000
SNA US Equity,SNAP-ON INC,0.04,14919201635.83
GCT US Equity,GIGACLOUD TECH-A,0.03,609133800
AHH US Equity,ARMADA HOFFLER P,0.01,1064530505.5
LCUT US Equity,LIFETIME BRANDS,-0.01,146463798.32
ABG US Equity,ASBURY AUTO GRP,-0.01,4494523495
FIZZ US Equity,NATL BEVERAGE,-0.03,4336100706.72
BG US Equity,BUNGE GLOBAL SA,-0.06,13995164643.2
AMSWA US Equity,AMER SOFTWARE-A,-0.09,388157687.42
CDW US Equity,CDW CORP/DE,-0.1,30094572766.8
REEMF US Equity,RARE ELEMENT RES,-0.19,132889004.82
CHE US Equity,CHEMED CORP,-0.23,8760082160.16
GDYN US Equity,GRID DYNAMICS HO,-0.3,1018904523.03
LSEA US Equity,LANDSEA HOMES CO,-0.3,475207635.2
SAIA US Equity,SAIA INC,-0.33,11613942200.14
MHC/U CN Equity,FLAGSHIP COMM RE,-0.39,387012228.5
ADVM US Equity,ADVERUM BIOTECHN,-0.5,155798763.47
MTCH US Equity,MATCH GROUP INC,-0.55,9361588935.6
CCOI US Equity,COGENT COMMUNICA,-0.59,3542510726.4
LRCX US Equity,LAM RESEARCH,-0.6,100418824440
BPMC US Equity,BLUEPRINT MEDICI,-0.61,5807512231.2
INNV US Equity,INNOVAGE HOLDING,-0.67,808298424.36
ACU US Equity,ACME UNITED CORP,-0.68,155558068.6
LAND US Equity,GLADSTONE LAND C,-0.72,498512728.22
LVO US Equity,LIVEONE INC,-0.72,136561096.08
BTU US Equity,PEABODY ENERGY,-0.72,3010269000
XNCR US Equity,XENCOR INC,-0.75,1471945269.62
DOX US Equity,AMDOCS LTD,-0.79,9993204570
KMX US Equity,CARMAX INC,-0.83,11877608247.2
GAP US Equity,GAP INC/THE,-0.84,7646759651.84
TCMD US Equity,TACTILE SYSTEMS,-0.91,339608819.16
WPC US Equity,WP CAREY INC,-0.94,13621038213.6
NET US Equity,CLOUDFLARE INC-A,-0.97,28229114333.25
WTS US Equity,WATTS WATER TE-A,-0.98,6839327567.6
KELYA US Equity,KELLY SERVICES-A,-1.04,749937702.05
SHC US Equity,SOTERA HEALTH CO,-1.13,4718350937.72
ARDX US Equity,ARDELYX INC,-1.13,1443174761.79
LCII US Equity,LCI INDUSTRIES,-1.19,3077360887.7
PRKS US Equity,UNITED PARKS & R,-1.23,3023913444.4
XPOF US Equity,XPONENTIAL FIT-A,-1.24,613267750
LH US Equity,LABCORP HOLDINGS,-1.24,18658319414.94
BECN US Equity,BEACON ROOFING S,-1.36,5311038744.16
PCTY US Equity,PAYLOCITY HOLDIN,-1.38,9034115213.42
BZH US Equity,BEAZER HOMES USA,-1.42,1035339687.88
PGRE US Equity,PARAMOUNT GROUP,-1.42,1091624356.02
HON US Equity,HONEYWELL INTL,-1.46,132110638520
ARL US Equity,AMER REALTY INV,-1.49,277007537.45
RLGT US Equity,RADIANT LOGISTIC,-1.51,305414625.36
TH US Equity,TARGET HOSPITALI,-1.54,962132333
SNPS US Equity,SYNOPSYS INC,-1.6,77828403397.6
GEF US Equity,GREIF INC-CL A,-1.61,3142027365.06
GGG US Equity,GRACO INC,-1.63,14289903234.86
IDYA US Equity,IDEAYA BIOSCIENC,-1.63,2956852290
ALCO US Equity,ALICO INC,-1.64,217419061.5
IPG US Equity,INTERPUBLIC GRP,-1.66,11684622508.26
ZTS US Equity,ZOETIS INC,-1.66,87275742713.6
ACHC US Equity,ACADIA HEALTHCAR,-1.75,7095054844
HLIO US Equity,HELIOS TECHNOLOG,-1.76,1470973009.68
HST US Equity,HOST HOTELS & RE,-1.79,13156708111.37
ITW US Equity,ILLINOIS TOOL WO,-1.83,75507608000
MRCY US Equity,MERCURY SYSTEMS,-1.83,2136050502.6
CVGW US Equity,CALAVO GROWERS I,-1.85,507878906.22
LFUS US Equity,LITTELFUSE INC,-1.88,6457349545
OPK US Equity,OPKO HEALTH,-1.99,1032116561.4
AAWH US Equity,ASCEND WELLNES-A,-2,210042162.26
RYN US Equity,RAYONIER INC,-2.02,4748046874.61
JILL US Equity,J. JILL INC,-2.05,379069866.28
DOW US Equity,DOW INC,-2.09,36365994226.65
AEO US Equity,AMER EAGLE OUTF,-2.1,3910414610.96
NPK US Equity,NATL PRESTO INDS,-2.13,527201284.5
WY US Equity,WEYERHAEUSER CO,-2.16,24175950600
KHC US Equity,KRAFT HEINZ CO/T,-2.17,42269398239.12
BDSX US Equity,BIODESIX INC,-2.17,261318825
KN US Equity,KNOWLES CORP,-2.18,1549245998.16
SCS US Equity,STEELCASE INC-A,-2.22,1475584233.52
FRD US Equity,FRIEDMAN INDTRY,-2.23,104754515.85
CHUY US Equity,CHUY'S HOLDINGS,-2.25,643979945.06
BLKB US Equity,BLACKBAUD INC,-2.26,4374816051.6
SEE US Equity,SEALED AIR CORP,-2.27,5111651428.73
TFX US Equity,TELEFLEX INC,-2.3,11425991082.5
UNIT US Equity,UNITI GROUP INC,-2.33,1296391938.12
ARE US Equity,ALEXANDRIA REAL,-2.33,21209786351.25
EVCM US Equity,EVERCOMMERCE INC,-2.36,1984403377.59
PLOW US Equity,DOUGLAS DYNAMICS,-2.44,645016732.71
NDSN US Equity,NORDSON CORP,-2.46,14614456204.14
DOCU US Equity,DOCUSIGN INC,-2.49,11766328172.61
NABL US Equity,N-ABLE INC,-2.49,2393881889.92
SPTN US Equity,SPARTANNASH CO,-2.5,730919234.22
GNL US Equity,GLOBAL NET LEASE,-2.54,1998171614.07
EXPD US Equity,EXPEDITORS INTL,-2.58,17384130287.52
STAA US Equity,STAAR SURGICAL,-2.63,1494829732.29
WCC US Equity,WESCO INTL,-2.67,8256172594.25
TRDA US Equity,ENTRADA THERAPEU,-2.72,546089394
MOH US Equity,MOLINA HEALTHCAR,-2.74,20593212000
BW US Equity,BABCOCK & WILCOX,-2.74,130918226.28
OLMA US Equity,OLEMA PHARMACEUT,-2.78,781113123.12
CMT US Equity,CORE MOLDING TEC,-2.86,163233936
CENT US Equity,CENTRAL GARDEN,-2.88,2275324614.24
IEX US Equity,IDEX CORP,-2.94,15801569638.35
CEIX US Equity,CONSOL ENERGY IN,-2.95,2860842686.58
CCL LN Equity,CARNIVAL PLC,-2.97,23785059909.74
